Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity
0.400390161887882,8.626459607207841e-05,0.015055039675699591,0.009171542666746477,0.0011647144455690533,0.12071356914305917,0.00030552691687985527,0.005438746084829924,0.0040841436482352556,0.5936928366844689,0.006956009532003336,0.020164053409183792
0.014247037648795452,0.0003011556147606643,0.006021341280512406,0.012895677710219456,0.0038324439119591137,0.8786371368182939,0.0004875048159206141,1.2266988048037229e-05,0.0060833578728688,0.18840899530808747,0.005498031757446843,0.8836522672769689
0.0014456586223773615,8.234899459596261e-05,0.011683697621854557,0.016874232670064708,0.010571632269712519,0.07867155187130527,0.003667302691983387,6.331461921537257e-06,0.08125810560043412,0.05822424436463595,0.9987587942952535,0.9941041722884616
0.001767736793014949,0.0016953207159583548,0.0036048391262036455,0.019164786370419237,0.009051637879447388,0.9424894598119857,0.0011891458310797124,2.0969360622183305e-05,0.006986171361428252,0.10457793661794286,0.0031670831909778483,0.9628915743303125
0.0021259484963157545,0.000663477165379041,0.0028824966753000615,0.015066354541989475,0.0006552128499735593,0.4861929103275884,0.0005592697738879001,3.785611905794311e-05,0.0013142206956000043,0.23242663616192294,0.00572537708144496,0.9560736004613455
0.03172366598089675,0.0009181503829956784,0.00726135707061214,0.020997405637239328,0.006405411131227327,0.11141223621877502,0.005780245207838266,1.916659870536186e-05,0.01755331902593526,0.5775461638945425,0.003777772199139396,0.14213874406088342
0.0026449200773701184,0.0004646638358552078,0.002850135703578485,0.0049887411636005755,0.011451412661920839,0.19206223795206886,0.0004651021266715653,0.00019351351077068847,0.07789495235470895,0.9930933026950142,0.0063338513239427465,0.931632232940099
0.0015516887882235852,0.022175930707023197,0.003662115274831007,0.0021864579295176436,0.0006279583886948019,0.1094896787899754,0.0004230492584863817,0.0003507975541814035,0.014728736475982588,0.9494637329509292,0.0010426154957704043,0.9198533401809449
0.0014290283603213719,0.0010074878058873938,0.0928017663568707,0.19202005191021254,0.1377463485658801,0.9829856806536308,0.00031863611197383446,1.8784229697055913e-05,0.007987495569821534,0.01649803226218343,0.01145416406940431,0.9846277798393206
0.005424391651375879,2.907355189929861e-05,0.08578768755071135,0.022229369762869565,0.0009546583252660482,0.9449474751804766,0.0005783685618984439,7.419183323955793e-05,0.0052217790485177985,0.018016898263342053,0.04596290492722368,0.9784415851857243
0.0010573342815818883,1.8285060716174366e-05,0.005164042927565677,0.002808722744252719,0.0005152515504520018,0.7806022731339783,0.9985190024251533,4.464690765659049e-06,0.002574241235797759,0.030015978488041557,0.012645044124747266,0.99456686325085
0.000578740977437173,1.0380531771652126e-05,0.007476624364597633,0.0025047087887491368,0.00022108370891720197,0.031112169375864963,0.9995241130629952,2.883376166054969e-05,0.9980323704238149,0.013233649265796996,0.0067463474102267135,0.9990173813922848
0.004463880909604318,0.00020814482351631585,0.10849842816194574,0.5825042500465931,0.007121466976809265,0.24099164420965408,0.0012699390842581444,8.137271964278084e-06,0.18649335078204932,0.05657317064659367,0.008144518220135214,0.8018109707304687
0.00038421013544909607,5.317510234748513e-05,0.0010993717502415141,0.007904033924817245,0.0007948916417931193,0.8027665719869678,0.00022378928465172234,1.518375127381265e-05,0.00115947481648042,0.05339357013763428,0.005854136400811017,0.9956370858022362
0.0015902108546190028,0.00017653417120021796,0.011904679831394796,0.04264616984830504,0.0018872241503010898,0.0195564737421188,0.00024955573916349863,4.008968820859986e-05,0.011410955634450286,0.991857747231055,0.002573082316635966,0.9979014458272534
0.07376711006855691,0.0007756426143359352,0.014886099164893838,0.010306282205489724,0.0018277925583224824,0.18113714289881871,0.0036157796004574645,0.0036974185912632463,0.0019357850026216494,0.7395839324131217,0.04894617488345558,0.18745107119815593
0.004787513899522995,0.0001429897911582834,0.010191230024995553,0.0044687651866443445,0.002274026199949074,0.9743705917562465,0.00013048403872932196,4.851373253407025e-05,0.004535602390563802,0.05591515376396976,0.005968293352307362,0.9088728026917334
0.001116496501392816,0.0001220585485997181,0.010882444623035784,0.021875244584166197,0.006859251739126287,0.35165411019941123,0.008411281006668292,0.0005374098622367946,0.43614619205931104,0.8624148472349858,0.21467393982048638,0.24097710782903997
0.0026560924373462383,0.00018728652936785228,0.02418183678107672,0.055286192720494995,0.001988806036620223,0.16354888417056776,0.0002932832279031885,0.4748524797891408,0.009082651671258778,0.0640853351043912,0.9791696022578174,0.8851989813545705
0.001418536854363758,0.0002770316297260428,0.007020055147986341,0.001851501464240464,0.01948242215217962,0.13501851952433216,0.0027705641250223697,2.078035887167645e-05,0.983690368290912,0.11220919032730273,0.017281982421337223,0.9916864531864636
0.00046176470887006256,4.213684456409351e-05,0.001963978977107637,0.011673145845136776,0.002331617100427271,0.9880119178364266,0.0001270918004545602,9.82831386130756e-06,0.0010856016609465543,0.18889044337826222,0.022567691462394963,0.984243230911187
0.0009448661091393194,0.0009537646170160086,0.11484607578393802,0.007518814120030849,0.008957841162950514,0.14063491303761294,0.0003927054592540335,7.919979338598716e-05,0.9628765073542652,0.15422506242213121,0.007902868680651808,0.8668249310991261
0.001353225297507928,0.009039988958237086,0.024794062870413008,0.022708502676543486,0.009845189564370017,0.5272267155963842,0.00017426492632529412,0.0008129460849654287,0.004920226021800796,0.9457982668185908,0.23168200321832177,0.9912165484505986
0.0037238525638383555,9.703532221501083e-05,0.015537167738782184,0.15946106637529614,0.005098809735833523,0.04979486626927234,0.9771315078881881,6.846398675425178e-05,0.004381874663420255,0.31653397319245696,0.09219368388788406,0.9825139205936836
0.0036210284331122953,1.1417813572171378e-05,0.003484695355126274,0.008114484512871452,0.002812933169496573,0.9520534185628934,0.0387961227698557,4.3295519995484265e-05,0.01261734566024395,0.10297532829484232,0.5214004834889228,0.9953658563857622
0.0042304722497514815,0.0001497876510512404,0.5107827700956339,0.015730023525694324,0.011752653042056114,0.5123658972741,0.0030554698350911073,3.659500868065856e-05,0.005652655383852205,0.9622143744550717,0.0091509153160215,0.5511888465265008
0.0012560393520208795,0.6129576358976538,0.006172765052412875,0.10331893106390425,0.001028471482295378,0.09053760922716121,0.0012322031819715805,4.426991295680458e-05,0.01997217969171864,0.4933595626890287,0.007325833716402233,0.9771231318717882
0.004184203836595912,0.00021247543626762657,0.005134690038762777,0.007837593418276025,0.0008878102626320961,0.867027713898987,0.0004037270979510998,4.3189434852113596e-05,0.0005791916763219466,0.6126191211579999,0.006078736097181242,0.23594515241232417
0.007698166774517015,0.00018925279908136837,0.11347360916566766,0.11818789451169895,0.0052902522132626095,0.6547188619091323,0.0003905891582539396,0.002313632016375068,0.9958416023849731,0.23658206423777628,0.06326587953158916,0.5511014815256545
