0,1,2,3
0.001970904923230202,0.017811697584734713,0.0993282762430912,0.880889110976944
0.009114636493873646,0.00838335198595838,0.9423157067061634,0.040186302294004626
0.016735991923021568,0.0137144766492532,0.8246545860971615,0.14489494089056365
0.003094884818444695,0.018664401529479513,0.02928119342166522,0.9489595227864105
0.007693819392300136,0.003614529524463039,0.9512000063459036,0.03749163860533326
0.00914402068434836,0.0068038929648838896,0.8297621244639367,0.1542899735268311
0.0063406810957537816,0.004706272404165627,0.748070539569365,0.2408825039307157
0.008810758153139534,0.003522549767368723,0.947159783841067,0.04050690670242474
0.08005896577431948,0.005295967942485958,0.7864951742405972,0.12814988364259744
0.0016145687300805926,0.018534022049805154,0.04139334994140652,0.9384580612587079
0.006037215211474453,0.32036640969586294,0.02751900093790409,0.6460773818347586
0.0016919885728481452,0.009509102513704442,0.010480417624915302,0.9783184963885322
0.020661352041231398,0.010849009523057018,0.9385622894644209,0.029927347891290697
0.0028104150133439814,0.01726473001496919,0.11194995868328701,0.8679749071363998
0.014090747132919353,0.007708104329956396,0.9464571955011429,0.031743959539981347
0.01968777636250489,0.008703789296601828,0.9321099649193633,0.0394984690615301
0.006382081969112902,0.005780700655683551,0.9514669083124055,0.036370318542798014
0.011040658287230444,0.37445200219570735,0.042418019709465314,0.572089328207597
0.01032526011061688,0.640305520839797,0.05256634911970477,0.2968028663298814
0.026868579372408302,0.014000767393982119,0.8875281487482907,0.07160251564531897
0.01088707048432849,0.0055247510877036304,0.8572879982825448,0.12630017042542302
0.021154230390468896,0.005057520412457722,0.9345054275706596,0.039282805114413746
0.008499967202221598,0.07529136176828524,0.06188421024199842,0.8543244647474948
0.002553343098856583,0.02244553447189602,0.006219691801181543,0.968781430628066
0.0027461796827347204,0.04451221282164883,0.035457645758770286,0.9172839756568463
0.044773772612998586,0.021794758724704384,0.9011929823744513,0.032238489887845834
0.01043535268789085,0.009300801519927609,0.9424818958335807,0.03778193663860085
0.006821703760882234,0.0050815242631333,0.9455504735407622,0.04254629832722234
0.02154317490163956,0.06860179473087093,0.8211213591659015,0.0887336719215879
0.003993973700625043,0.13163376806515556,0.029409164944953516,0.8349631055292659
0.02638396419791931,0.01714313437779119,0.9144271847974759,0.04204571224681368
0.008612244235807396,0.00509797985524257,0.9313496573918443,0.05494010619310581
0.02111151923802667,0.017230712315723835,0.913067444481307,0.048590331644942676
0.003299457590651582,0.038028201929043715,0.02560268972313364,0.933069657525171
0.019221733310988344,0.0414912659675415,0.884166309853802,0.05512069158766829
0.00723713723818175,0.006262491308591743,0.8273476089515412,0.1591527551816852
0.009227984769811627,0.2557692648019313,0.06798920186782889,0.6670135563724282
