0,1,2,3
0.0060080374,0.006243907,0.7114192,0.27632877
0.016404565,0.023132484,0.9284917,0.03197123
0.014885798,0.065644585,0.35435468,0.5651149
0.0050086863,0.011859035,0.0672441,0.9158882
0.005621602,0.0036846169,0.9314815,0.05921223
0.009298213,0.013564554,0.28539363,0.6917437
0.006534121,0.008473894,0.21528082,0.76971114
0.005079531,0.0035568892,0.9491665,0.042197067
0.00639367,0.004052557,0.9580118,0.031541903
0.006233645,0.0100711975,0.025537034,0.95815814
0.019710068,0.08811103,0.020072866,0.8721061
0.0069135735,0.013926366,0.045597203,0.9335629
0.009772012,0.006524979,0.9638006,0.0199024
0.006896548,0.0071032024,0.65426284,0.3317375
0.008364828,0.0054998402,0.9626328,0.023502586
0.012284976,0.007929129,0.9521683,0.027617592
0.0060976287,0.0035528303,0.95993865,0.03041097
0.07781114,0.58029014,0.19222172,0.14967707
0.06248368,0.44308853,0.33839393,0.15603383
0.016279895,0.01487907,0.9437663,0.025074828
0.006724401,0.007407598,0.49214482,0.4937231
0.005774622,0.0048036044,0.8902677,0.099153936
0.059374183,0.4957469,0.29404318,0.15083577
0.007567495,0.01868106,0.010279845,0.9634716
0.01024195,0.024122406,0.15499292,0.81064284
0.023281656,0.025488313,0.92670345,0.024526611
0.017531063,0.041968726,0.8925513,0.0479488
0.0077921427,0.0049889544,0.9617526,0.025466302
0.041656896,0.53066957,0.0733267,0.35434684
0.00962465,0.030162582,0.01052717,0.9496857
0.0121795675,0.012113162,0.95781744,0.017889794
0.007369214,0.0045000673,0.9705099,0.017620716
0.015348235,0.018247915,0.9199413,0.046462614
0.0073925764,0.012570247,0.055995483,0.92404175
0.063754626,0.3010638,0.51453614,0.12064544
0.006985021,0.008897198,0.52525795,0.45885977
0.0071872086,0.0085389465,0.31579608,0.66847783
0.027284745,0.03557015,0.89415044,0.042994708
0.008141776,0.019414708,0.008910647,0.96353275
0.013919944,0.015056206,0.8123697,0.15865423
0.03966648,0.30483398,0.08108218,0.57441735
0.0141340885,0.019390607,0.4800505,0.48642477
0.0081335325,0.0048721004,0.96327,0.023724344
0.01354075,0.025786007,0.893882,0.06679121
0.010533521,0.0076294914,0.9462185,0.03561852
0.017865513,0.016316345,0.9436766,0.022141505
0.0074751563,0.014931005,0.03075091,0.94684297
